,Tunnel,PegStart,PegEnd,PenetrNormMean,PenetrNormMedian,PenetrNormVariance,PenetrNormStandardDeviation,PenetrNormSkewness,PenetrNormKurtosis,PenetrRMSMean,PenetrRMSMedian,PenetrRMSVariance,PenetrRMSStandardDeviation,PenetrRMSSkewness,PenetrRMSKurtosis,RotaPressNormMean,RotaPressNormMedian,RotaPressNormVariance,RotaPressNormStandardDeviation,RotaPressNormSkewness,RotaPressNormKurtosis,RotaPressRMSMean,RotaPressRMSMedian,RotaPressRMSVariance,RotaPressRMSStandardDeviation,RotaPressRMSSkewness,RotaPressRMSKurtosis,FeedPressNormMean,FeedPressNormMedian,FeedPressNormVariance,FeedPressNormStandardDeviation,FeedPressNormSkewness,FeedPressNormKurtosis,HammerPressNormMean,HammerPressNormMedian,HammerPressNormVariance,HammerPressNormStandardDeviation,HammerPressNormSkewness,HammerPressNormKurtosis,WaterFlowNormMean,WaterFlowNormMedian,WaterFlowNormVariance,WaterFlowNormStandardDeviation,WaterFlowNormSkewness,WaterFlowNormKurtosis,WaterFlowRMSMean,WaterFlowRMSMedian,WaterFlowRMSVariance,WaterFlowRMSStandardDeviation,WaterFlowRMSSkewness,WaterFlowRMSKurtosis,Rock,transition_zone,round_length
1215,gran_west,8048.0,8049.0,24.787,27.934,393.481,19.836,-0.899,2.121,6.419,5.193,30.931,5.562,1.592,3.196,9.993,10.674,85.114,9.226,-0.132,0.312,2.592,1.94,6.284,2.507,2.26,9.293,-31.457,-32.233,151.63,12.314,0.672,1.348,-5.363,-0.49,77.247,8.789,-1.676,1.852,6.237,7.987,54.354,7.372,-1.348,2.804,0.992,0.513,2.696,1.642,4.649,33.592,Elnes_lime_shale,False,1.0
1927,drammen,55964.0,55969.0,-2.316,-1.544,351.376,18.745,-0.939,4.081,4.082,3.593,10.153,3.186,2.722,18.978,2.562,1.222,134.126,11.581,0.455,-0.062,3.548,3.087,6.934,2.633,1.547,6.592,-6.352,-6.756,59.283,7.7,-1.534,7.399,-3.27,-2.63,12.837,3.583,-3.983,28.831,-6.603,14.814,2292.116,47.876,-1.168,-0.371,2.804,1.268,9.578,3.095,1.76,3.936,Drammensgranite,False,5.0
3388,soegne_east,6736.0,6742.0,-11.386,-10.081,200.625,14.164,-1.56,5.402,5.94,4.923,20.023,4.475,2.319,9.301,-2.549,-2.792,474.258,21.777,0.29,-0.816,2.932,1.993,10.104,3.179,4.233,30.717,2.575,4.512,39.599,6.293,-2.214,39.94,1.38,2.347,15.575,3.947,-4.484,28.63,0.736,0.977,116.091,10.775,0.56,0.19,3.242,1.589,12.045,3.471,2.485,13.308,Granittic_gneiss,False,6.0
4713,soegne_west,10093.0,10097.0,14.708,16.106,440.827,20.996,-1.264,4.184,7.999,7.198,24.824,4.982,0.954,1.463,21.511,21.428,137.839,11.74,0.12,0.322,4.378,3.999,7.39,2.718,1.464,7.936,17.488,18.775,82.782,9.098,-4.719,31.362,-2.886,-2.759,10.118,3.181,-7.706,71.083,0.645,0.355,52.561,7.25,0.621,3.692,3.161,2.287,9.806,3.131,1.488,1.748,Granittic_gneiss,False,4.0
1845,drammen,55461.0,55467.0,-19.079,-19.489,153.417,12.386,0.059,5.616,2.827,2.385,5.542,2.354,5.351,65.495,-6.15,-7.948,116.679,10.802,0.679,0.211,2.254,1.9,2.967,1.722,3.064,23.108,-6.218,-5.811,26.35,5.133,-2.38,23.503,-3.343,-2.63,14.96,3.868,-5.693,40.039,20.421,27.817,252.4,15.887,-1.109,0.376,1.686,1.044,3.092,1.758,2.495,8.306,Drammensgranite,False,6.0
1754,drammen,54981.0,54986.0,6.453,7.235,330.7,18.185,-1.604,6.41,4.937,4.459,13.665,3.697,1.491,7.176,11.413,11.246,75.785,8.705,-0.053,1.035,2.535,2.313,3.852,1.963,3.034,29.254,-0.696,2.244,117.661,10.847,-3.496,13.656,-2.54,-0.49,43.713,6.612,-3.161,12.954,-25.19,-2.587,1781.638,42.209,-1.095,-0.66,1.241,0.426,4.964,2.228,5.639,64.022,Rhomb_porphyry,False,5.0
1395,gran_west,8247.0,8248.0,21.556,30.024,1004.58,31.695,-0.288,-0.415,4.798,3.394,27.986,5.29,1.6,3.524,5.744,5.822,158.363,12.584,0.178,0.015,1.834,1.25,4.359,2.088,1.747,4.332,-39.674,-36.828,134.114,11.581,-0.471,0.458,-8.418,-0.275,167.787,12.953,-1.071,-0.593,11.131,10.723,98.276,9.913,-0.008,-0.309,0.858,0.358,1.992,1.411,2.553,6.154,Huk_limestone,True,1.0
2748,brulihei_east,2285.0,2290.0,-0.991,2.008,302.763,17.4,-0.871,2.212,4.612,3.932,11.269,3.357,2.458,12.658,-4.599,-4.606,234.147,15.302,0.068,0.576,1.826,1.489,1.921,1.386,2.451,11.128,-6.48,-3.7,45.682,6.759,-2.901,20.021,-0.697,-0.277,3.027,1.74,-8.482,146.334,0.748,2.028,36.433,6.036,-0.835,1.401,3.455,2.07,10.13,3.183,1.651,7.1,Granittic_gneiss,True,5.0
2885,brulihei_west,2164.0,2170.0,-2.805,-0.69,259.278,16.102,-0.707,2.257,5.204,4.468,13.829,3.719,1.962,7.027,4.259,1.417,161.099,12.692,0.921,0.841,2.713,1.99,5.688,2.385,2.393,9.206,3.331,2.725,52.952,7.277,-4.393,29.936,-0.567,-0.087,10.06,3.172,-8.295,82.207,-2.444,-1.748,60.334,7.768,-0.281,-0.101,4.097,3.369,12.438,3.527,0.906,0.028,Granittic_gneiss,False,6.0
326,skottas,96868.0,96873.0,19.834,16.224,455.912,21.352,0.239,-0.618,1.971,0.0,17.979,4.24,2.946,11.404,1.19,1.035,133.275,11.544,-1.138,1.442,0.826,0.0,3.943,1.986,5.225,47.323,-7.838,-3.172,243.193,15.595,-2.015,3.316,-8.134,-4.356,95.441,9.769,-2.119,3.271,-6.638,-6.479,11.072,3.328,-4.597,39.242,0.698,0.306,1.969,1.403,7.997,99.384,Rhomb_porphyry,False,5.0
1414,gran_west,8266.0,8267.0,30.173,37.282,562.892,23.725,-0.57,-0.054,4.883,3.532,35.749,5.979,2.758,10.146,-0.26,1.595,134.634,11.603,-1.209,1.268,1.869,1.493,3.469,1.863,1.735,4.48,-39.964,-45.22,304.184,17.441,1.032,0.365,-13.397,-14.83,126.582,11.251,-0.465,-0.62,18.037,18.652,123.278,11.103,-0.637,3.27,1.3,0.44,4.676,2.162,3.269,19.621,Blackshale,False,1.0
2819,brulihei_west,1790.0,1793.0,22.495,23.085,398.777,19.969,-1.781,7.877,7.253,6.251,33.134,5.756,1.146,1.707,12.997,12.156,265.017,16.279,0.349,0.01,3.643,2.801,12.657,3.558,2.507,10.502,-10.503,-5.837,227.229,15.074,-2.144,5.787,-3.435,-0.528,82.684,9.093,-2.808,6.248,-4.538,-5.075,101.387,10.069,-0.925,5.359,7.264,7.777,15.107,3.887,0.541,3.583,Granittic_gneiss,False,3.0
727,gran_east,8476.0,8477.0,17.66,19.651,259.612,16.112,-0.093,-0.081,6.245,5.313,26.915,5.188,1.412,2.982,0.999,0.0,65.064,8.066,0.06,1.041,2.728,2.231,5.719,2.391,1.456,3.077,-26.084,-26.64,151.736,12.318,0.96,0.432,-2.917,-0.165,49.704,7.05,-2.573,5.778,9.959,8.932,55.991,7.483,0.386,-0.674,1.203,0.595,3.148,1.774,3.156,11.99,Hagaberg_shale,True,1.0
2970,lindeli_east,13754.0,13760.0,-14.396,-13.176,197.403,14.05,-1.139,3.812,5.155,4.365,11.43,3.381,1.428,3.265,-3.981,-5.164,137.454,11.724,0.67,1.815,2.978,2.115,7.442,2.728,2.316,7.421,-2.214,1.886,130.87,11.44,-3.444,12.082,-2.034,-0.133,53.665,7.326,-3.632,11.994,3.849,0.715,43.691,6.61,0.977,1.293,1.339,0.279,4.53,2.128,1.805,2.925,Granittic_gneiss,True,6.0
2354,drammen,58302.5,58308.0,-3.925,-3.627,231.756,15.224,0.989,5.163,3.85,3.181,12.703,3.564,4.049,32.611,-11.737,-10.819,389.005,19.723,0.369,-0.107,2.228,1.697,7.565,2.75,6.062,57.72,-5.21,-3.318,84.639,9.2,-4.513,21.724,-3.061,-0.24,67.8,8.234,-3.068,8.431,5.262,4.712,211.907,14.557,0.962,11.184,1.583,0.606,18.526,4.304,45.719,3155.668,Drammensgranite,False,5.5
1141,gran_west,7963.0,7964.0,3.094,5.23,432.922,20.807,-0.079,-1.17,5.312,4.628,13.143,3.625,1.662,4.56,2.66,1.433,96.349,9.816,0.54,-0.131,2.241,1.84,2.819,1.679,1.891,6.453,-28.553,-25.35,50.549,7.11,-1.942,5.436,-1.47,-0.06,27.847,5.277,-3.76,14.223,3.153,3.119,22.859,4.781,-1.118,4.631,1.125,0.573,2.601,1.613,3.365,13.666,Elnes_lime_shale,False,1.0
1114,gran_west,7936.0,7937.0,16.679,22.335,606.022,24.618,-0.642,0.179,5.0,3.998,20.104,4.484,2.66,12.299,3.478,4.3,90.227,9.499,-0.589,0.241,2.259,1.748,4.155,2.038,2.069,6.391,-32.47,-29.38,114.882,10.718,-0.03,2.005,-4.254,-0.225,78.476,8.859,-2.143,3.564,4.7,6.799,84.234,9.178,-0.733,0.299,1.368,0.603,4.326,2.08,3.171,12.757,Elnes_lime_shale,False,1.0
2124,drammen,57026.0,57031.0,-43.76,-45.43,308.118,17.553,2.032,13.183,5.509,4.742,20.691,4.549,2.763,22.789,16.191,15.01,147.112,12.129,0.24,0.375,5.438,5.158,13.326,3.65,1.127,5.225,-11.463,-8.844,304.9,17.461,-0.29,1.335,-6.576,-4.06,88.769,9.422,-2.0,3.165,15.774,9.596,692.075,26.307,0.573,-0.321,1.49,0.735,5.331,2.309,5.848,54.604,Hornfels,False,5.0
4257,soegne_west,7520.0,7525.0,-8.738,-8.235,299.981,17.32,-0.758,2.263,6.759,6.052,19.265,4.389,1.163,3.01,4.188,-0.411,582.796,24.141,0.091,-1.154,3.025,2.34,6.573,2.564,2.054,6.382,6.531,9.988,85.192,9.23,-3.629,21.623,3.7,5.042,24.18,4.917,-4.275,21.829,-5.624,-6.567,191.809,13.85,0.196,-0.907,3.934,2.609,14.498,3.808,1.251,0.683,Amphibolittic_gneiss,False,5.0
1995,drammen,56320.0,56326.0,-38.576,-39.214,168.904,12.996,0.271,3.927,4.279,3.717,10.975,3.313,3.557,30.697,16.771,16.683,138.059,11.75,-0.111,1.026,3.943,3.528,6.786,2.605,1.606,6.103,-2.474,0.344,100.694,10.035,-2.864,9.24,-2.438,-0.275,45.82,6.769,-3.668,13.607,-10.414,-13.375,268.785,16.395,0.241,-0.715,3.337,3.153,9.073,3.012,2.097,9.125,Hornfels,False,6.0
2855,brulihei_west,1987.0,1992.0,3.139,4.085,423.38,20.576,-0.192,-0.16,6.734,5.383,24.273,4.927,1.443,2.58,2.427,1.175,180.358,13.43,0.705,0.663,2.423,1.761,4.941,2.223,3.819,27.07,-1.993,0.05,104.193,10.207,-3.921,15.998,-0.85,-0.087,13.258,3.641,-7.274,60.195,-5.902,-7.343,64.886,8.055,0.56,-0.118,7.408,7.427,8.542,2.923,-0.14,0.215,Granittic_gneiss,True,5.0
2657,brulihei_east,1750.0,1756.0,23.462,25.915,467.449,21.621,-1.74,5.375,7.099,5.958,28.337,5.323,1.129,1.569,10.618,5.851,326.61,18.072,0.722,-0.136,4.026,2.801,13.872,3.725,1.628,3.488,-3.299,-0.159,116.483,10.793,-4.094,21.191,-1.496,-0.236,37.318,6.109,-4.631,20.632,-5.956,-2.573,133.818,11.568,-0.245,0.295,4.086,2.687,16.769,4.095,1.111,0.524,Granittic_gneiss,False,6.0
2788,brulihei_east,2515.0,2520.0,13.69,13.287,401.123,20.028,-0.639,1.884,8.967,8.113,32.749,5.723,0.814,0.665,12.565,11.919,171.492,13.096,0.475,1.435,4.346,2.876,21.052,4.588,3.33,18.392,11.781,18.237,302.207,17.384,-2.331,6.808,-2.832,-0.236,74.357,8.623,-3.07,7.736,-6.206,-4.647,62.424,7.901,-1.948,6.732,4.195,3.042,18.857,4.343,3.382,17.479,Granittic_gneiss,False,5.0
2314,drammen,58075.0,58081.0,2.886,4.341,161.919,12.725,-0.898,3.084,4.659,3.719,18.124,4.257,2.648,9.702,-5.13,-6.179,325.727,18.048,0.259,-0.735,2.988,2.266,10.374,3.221,5.258,46.88,5.85,5.741,42.131,6.491,-4.834,36.799,-3.565,-1.29,38.778,6.227,-3.222,12.29,-4.671,-7.772,184.54,13.585,0.443,-0.634,2.109,1.059,8.094,2.845,2.534,6.515,Drammensgranite,False,6.0
4571,soegne_west,9319.0,9322.0,-1.628,0.792,320.949,17.915,-0.871,2.18,8.482,7.467,31.813,5.64,1.037,1.403,15.81,15.463,259.321,16.103,0.282,0.128,5.195,4.577,17.106,4.136,3.259,22.98,-11.487,-6.912,144.873,12.036,0.93,33.95,-3.358,-0.308,83.588,9.143,-2.787,6.106,-23.651,-24.904,80.827,8.99,-0.911,3.364,3.602,2.705,12.904,3.592,3.137,14.269,Amphibolittic_gneiss,False,3.0
2759,brulihei_east,2346.0,2351.0,0.001,1.695,279.428,16.716,-1.53,4.076,5.386,4.609,14.077,3.752,1.543,4.387,6.712,3.539,195.147,13.969,1.439,3.032,2.786,2.143,5.167,2.273,2.64,10.972,-5.341,-3.7,23.419,4.839,-4.436,25.381,-0.362,-0.087,2.49,1.578,-10.709,195.339,2.553,2.485,27.341,5.229,-0.064,1.239,3.746,2.808,8.902,2.984,1.2,0.868,Granittic_gneiss,False,5.0
3896,soegne_east,9502.0,9507.0,-4.297,-3.352,241.649,15.545,-0.564,7.803,4.912,3.947,15.113,3.888,2.127,7.991,13.884,11.756,176.938,13.302,0.54,-0.428,2.612,2.094,3.928,1.982,1.834,6.102,4.487,5.925,60.32,7.767,-5.784,46.909,-0.487,-0.087,11.607,3.407,-8.67,79.389,-16.165,-18.321,158.499,12.59,1.531,3.131,4.781,3.527,15.088,3.884,1.658,2.337,Amphibolittic_gneiss,False,5.0
4789,volleberg_east,4041.0,4046.0,8.174,8.802,546.796,23.384,-0.193,0.234,9.898,8.261,64.438,8.027,1.606,3.784,10.828,11.813,258.041,16.064,-0.317,0.882,6.422,5.54,27.407,5.235,1.944,7.962,-15.085,-7.662,526.348,22.942,-0.258,3.967,-7.583,-2.528,145.04,12.043,-1.098,-0.299,2.927,6.041,168.127,12.966,-2.092,7.055,6.062,4.112,46.562,6.824,2.51,8.283,Granittic_gneiss,False,5.0
392,skottas,97203.0,97207.5,-11.933,-12.321,279.651,16.723,-0.336,2.84,3.738,3.261,10.771,3.282,1.562,4.84,0.111,2.453,113.235,10.641,-1.164,1.951,2.087,1.619,5.999,2.449,4.175,27.424,-17.397,-12.25,322.265,17.952,-1.255,0.842,-8.941,-1.326,185.708,13.627,-1.308,-0.018,-13.485,-21.456,513.637,22.664,1.291,0.894,1.37,0.622,5.527,2.351,6.604,89.676,Rhomb_porphyry,False,4.5
1992,drammen,56305.0,56310.0,-40.991,-41.998,210.236,14.5,2.208,16.868,4.449,3.773,12.876,3.588,3.913,31.273,13.34,11.587,248.645,15.768,0.196,-0.864,4.682,4.096,11.329,3.366,2.908,20.373,-8.832,-7.029,78.656,8.869,-2.72,9.988,-3.543,-2.415,43.49,6.595,-4.098,17.115,-12.572,-16.215,224.586,14.986,0.313,-0.645,3.203,2.846,9.927,3.151,2.579,14.08,Hornfels,False,5.0
710,gran_east,8459.0,8460.0,25.641,28.882,405.141,20.128,-0.217,0.427,4.556,3.693,21.931,4.683,2.435,8.976,-7.915,-3.744,154.307,12.422,-1.015,0.002,1.698,1.432,2.739,1.655,3.809,45.985,-28.126,-25.438,174.988,13.228,0.448,0.205,-4.867,-0.44,62.736,7.921,-1.828,2.952,4.152,6.802,82.818,9.1,-0.501,-0.26,0.909,0.388,2.048,1.431,3.001,10.943,Blackshale,False,1.0
4094,soegne_west,6623.0,6629.0,-11.406,-9.815,237.124,15.399,-1.23,3.688,4.986,4.122,12.48,3.533,1.885,6.088,2.273,1.919,397.412,19.935,-0.023,0.123,2.857,2.089,7.383,2.717,3.55,19.956,2.148,4.512,45.158,6.72,-3.919,21.589,1.322,2.389,15.484,3.935,-3.613,17.298,-7.487,-9.94,96.659,9.832,1.068,1.193,2.258,1.559,3.995,1.999,1.497,1.775,Granittic_gneiss,False,6.0
4462,soegne_west,8701.0,8706.0,-3.697,-3.999,240.466,15.507,-1.305,5.417,6.265,5.376,16.74,4.092,1.666,5.67,4.031,3.608,345.87,18.598,0.46,-0.471,3.252,2.53,6.759,2.6,3.456,33.644,0.058,3.787,74.509,8.632,-3.238,13.051,2.328,0.564,29.843,5.463,-1.249,5.581,-4.314,-1.392,186.941,13.673,-0.113,-0.994,6.362,6.052,28.663,5.354,0.406,-0.923,Amphibolittic_gneiss,False,5.0
296,skottas,96764.0,96769.0,-5.173,-8.143,441.86,21.02,0.349,1.149,5.555,4.478,25.808,5.08,2.084,7.394,4.042,4.862,125.012,11.181,-0.822,1.274,3.246,2.291,13.919,3.731,3.096,13.238,-12.792,-5.114,460.182,21.452,-0.845,-0.456,-12.274,-3.589,227.208,15.073,-0.69,-1.307,10.372,8.054,316.02,17.777,0.455,0.631,1.208,0.386,5.255,2.292,4.295,28.616,Rhomb_porphyry,False,5.0
2223,drammen,57583.0,57587.0,3.483,3.374,284.484,16.867,0.28,8.048,3.641,3.299,9.55,3.09,4.646,50.223,1.862,-0.238,294.277,17.154,0.179,-0.21,1.881,1.62,2.697,1.642,4.412,47.84,-1.469,0.118,86.066,9.277,-4.23,19.541,-0.915,0.016,47.283,6.876,-3.318,12.433,10.293,10.295,70.151,8.376,-0.011,0.018,1.136,0.697,2.826,1.681,5.532,78.468,Drammensgranite,False,4.0
2587,drammen,59932.0,59938.0,-18.369,-19.753,185.408,13.616,0.397,2.243,4.051,3.519,9.216,3.036,2.357,13.158,10.763,14.427,184.109,13.569,-1.14,0.761,2.7,2.312,4.481,2.117,3.101,22.863,9.774,10.61,155.194,12.458,-1.612,4.498,-1.374,-0.603,35.318,5.943,-2.68,11.021,14.158,19.393,250.887,15.839,-0.678,0.048,2.526,0.698,17.726,4.21,2.505,6.011,Drammensgranite,False,6.0
4354,soegne_west,8077.0,8082.0,-13.194,-12.485,273.562,16.54,-1.052,4.902,5.157,4.389,15.083,3.884,2.576,12.895,0.185,-2.094,311.354,17.645,0.321,-0.525,2.868,2.092,6.478,2.545,1.982,5.146,8.737,12.35,97.663,9.882,-3.528,14.584,1.703,0.344,33.504,5.788,-1.909,8.634,0.648,1.584,96.598,9.828,-0.381,3.457,4.376,1.12,33.4,5.779,1.49,1.218,Granittic_gneiss,False,5.0
890,gran_east,8836.0,8837.0,15.033,11.21,411.607,20.288,0.644,0.7,5.503,3.842,40.38,6.355,1.864,4.185,-12.909,-14.991,185.747,13.629,0.161,-1.038,2.632,1.829,12.748,3.57,4.655,39.694,-37.647,-41.21,392.018,19.799,0.414,-0.551,-12.77,-9.954,105.897,10.291,-1.336,4.164,-7.668,-13.588,669.184,25.869,3.632,15.861,1.702,0.72,16.713,4.088,10.658,155.851,Hagaberg_shale,True,1.0
2185,drammen,57375.0,57380.0,-0.817,-2.176,246.272,15.693,0.704,1.433,4.194,3.54,14.764,3.842,2.939,21.986,-14.093,-17.7,254.312,15.947,0.838,0.487,2.49,1.908,7.4,2.72,4.148,32.84,-7.508,-5.762,124.163,11.143,-3.064,11.439,-4.51,-0.455,112.592,10.611,-2.122,3.25,4.141,1.306,153.788,12.401,-0.238,-0.824,1.831,0.647,7.73,2.78,2.524,6.593,Drammensgranite,False,5.0
645,gran_east,8329.0,8330.0,19.784,24.525,438.587,20.942,-0.592,-0.269,4.803,3.926,22.881,4.783,2.174,7.594,0.475,0.0,140.824,11.867,-0.867,0.836,1.896,1.502,3.16,1.778,1.755,5.072,-33.447,-31.36,166.488,12.903,0.658,1.368,-4.412,-0.06,106.704,10.33,-2.119,2.835,14.378,12.712,139.996,11.832,0.515,-0.143,1.076,0.465,3.162,1.778,3.027,10.048,Blackshale,True,1.0
200,skottas,96280.0,96284.5,3.732,5.647,447.015,21.143,-0.585,1.41,4.095,3.184,17.223,4.15,2.073,8.565,-1.731,2.449,225.827,15.028,-0.761,-0.138,1.729,1.333,4.684,2.164,4.948,42.105,-12.298,-0.339,541.192,23.264,-1.128,-0.357,-14.674,-6.57,225.445,15.015,-0.574,-1.37,8.882,10.253,304.591,17.453,0.209,0.091,1.029,0.384,4.843,2.201,5.466,45.931,Rhomb_porphyry,False,4.5
1493,gran_west,8359.0,8360.0,18.384,19.307,422.833,20.563,-0.153,0.15,7.587,6.278,41.733,6.46,1.101,1.224,5.374,4.808,96.566,9.827,-0.191,1.265,3.784,2.862,12.477,3.532,1.366,2.553,-32.837,-37.37,290.792,17.053,0.757,0.151,-6.321,-0.49,105.122,10.253,-1.449,0.715,6.487,7.644,97.016,9.85,-0.127,0.061,1.443,0.86,3.199,1.789,2.545,8.18,Elnes_lime_shale,False,1.0
3514,soegne_east,7384.0,7389.0,-14.978,-15.067,283.134,16.827,-0.511,2.604,6.833,6.113,19.075,4.368,1.51,5.171,-0.501,1.932,503.526,22.439,-0.163,-0.485,3.333,2.622,7.74,2.782,2.64,15.895,2.24,4.512,94.282,9.71,-4.098,24.792,1.048,2.389,25.811,5.081,-4.196,20.133,-18.183,-21.009,56.033,7.486,1.197,0.917,2.184,1.475,4.057,2.014,1.776,4.259,Granittic_gneiss,False,5.0
533,gran_east,8163.0,8164.0,9.975,10.896,490.05,22.137,-0.397,0.591,7.957,6.75,38.223,6.182,1.157,1.696,1.836,3.692,144.254,12.011,-0.374,0.343,4.017,3.255,11.286,3.359,1.961,8.63,-36.438,-40.295,223.014,14.934,1.225,1.461,-8.011,-9.275,82.487,9.082,-1.179,0.899,16.974,20.767,86.453,9.298,-1.226,2.83,1.385,0.724,3.633,1.906,2.945,11.309,Huk_limestone,False,1.0
3816,soegne_east,9063.0,9069.0,-17.395,-15.524,328.04,18.112,-1.124,2.6,5.196,4.307,15.048,3.879,3.128,21.816,2.211,1.496,187.57,13.696,0.412,-0.38,3.173,2.402,9.316,3.052,5.287,55.169,-7.325,-5.837,73.043,8.547,-1.767,14.374,2.189,0.344,32.676,5.716,-1.199,4.473,-0.425,3.118,178.47,13.359,-0.192,-0.599,6.292,5.509,31.251,5.59,0.488,-0.962,Granittic_gneiss,True,6.0
3391,soegne_east,6752.0,6758.0,-9.046,-9.058,109.053,10.443,-0.687,7.23,4.558,3.654,13.433,3.665,2.828,15.787,-1.158,1.921,408.921,20.222,-0.051,-0.379,2.308,1.647,4.951,2.225,2.864,12.292,2.88,4.512,32.314,5.685,-5.162,38.598,1.501,2.389,13.774,3.711,-4.575,27.077,3.765,4.008,106.969,10.343,0.398,-0.334,2.923,1.428,8.665,2.944,1.249,1.202,Granittic_gneiss,False,6.0
3949,soegne_east,9789.0,9795.0,2.548,3.817,276.489,16.628,-0.543,0.734,6.8,6.249,17.332,4.163,1.33,4.481,19.291,17.581,172.491,13.134,0.294,-0.63,4.183,3.638,8.209,2.865,1.379,3.555,15.147,18.237,130.691,11.432,-3.162,15.435,1.266,2.349,33.314,5.772,-5.3,28.724,-2.024,-0.264,99.106,9.955,-0.36,-0.137,4.432,3.518,13.966,3.737,1.073,0.481,Amphibolittic_gneiss,True,6.0
3095,lindeli_west,13932.0,13938.0,-24.148,-23.404,185.424,13.617,-1.499,5.849,4.697,4.041,11.006,3.318,2.687,14.503,-5.915,-7.298,109.925,10.485,0.743,0.721,3.002,2.104,7.229,2.689,2.172,6.397,-9.99,-6.614,131.717,11.477,-3.323,10.981,-1.87,-0.133,50.115,7.079,-3.814,13.429,0.386,0.0,101.423,10.071,0.27,0.647,1.669,0.411,6.053,2.46,1.641,2.275,Granittic_gneiss,False,6.0
1762,drammen,55007.0,55012.0,-26.481,-27.79,223.843,14.961,-0.363,6.391,3.181,2.687,9.024,3.004,5.424,65.306,10.987,11.246,79.718,8.928,-0.545,1.804,3.118,2.811,4.866,2.206,2.066,12.843,-10.619,-8.644,133.844,11.569,-2.075,5.913,-4.443,-2.63,49.523,7.037,-3.65,13.026,-10.907,8.795,2100.685,45.833,-1.052,-0.474,3.737,1.558,16.347,4.043,1.519,4.995,Rhomb_porphyry,False,5.0
4814,volleberg_west,3610.0,3615.0,-10.35,-10.149,345.555,18.589,-0.661,2.889,6.296,5.336,24.24,4.923,2.073,8.135,12.219,11.458,168.136,12.967,0.185,0.144,3.827,2.951,10.869,3.297,2.119,8.078,-1.001,-0.487,213.541,14.613,-2.01,10.271,-3.253,-2.272,27.512,5.245,-2.957,11.844,4.05,4.592,87.511,9.355,-1.899,10.919,2.332,0.986,12.229,3.497,3.76,21.574,Granittic_gneiss,False,5.0
2876,brulihei_west,2108.0,2114.0,8.066,10.171,272.996,16.523,-1.959,6.758,5.863,4.952,17.006,4.124,1.626,4.475,-3.221,-3.817,157.005,12.53,0.745,5.331,2.168,1.675,4.074,2.018,4.382,32.568,2.734,2.188,31.299,5.595,-1.807,5.135,-0.593,-0.236,3.178,1.783,-3.571,24.208,2.02,3.07,42.916,6.551,-0.617,1.409,3.926,2.802,14.282,3.779,0.913,-0.271,Granittic_gneiss,True,6.0
179,skottas,96200.0,96205.0,-18.949,-20.076,212.501,14.577,-0.454,3.276,3.439,2.951,8.558,2.925,3.087,24.597,-8.213,-9.047,157.771,12.561,0.762,1.513,2.328,1.945,4.055,2.014,2.969,22.599,-3.349,-0.273,120.001,10.954,-3.681,16.469,-3.731,-0.405,70.763,8.412,-2.953,8.245,-14.438,-23.2,490.997,22.158,1.506,1.742,1.085,0.487,3.881,1.97,5.614,51.432,Rhomb_porphyry,False,5.0
4862,volleberg_west,3890.0,3895.0,-11.455,-10.497,280.172,16.738,-0.92,2.288,6.083,5.239,16.052,4.006,1.335,3.281,3.358,6.846,307.376,17.532,-1.019,1.113,3.534,2.73,8.739,2.956,2.32,7.816,-2.842,2.725,85.34,9.238,-1.912,6.388,-2.079,-1.867,46.811,6.842,-3.17,11.006,11.841,13.139,150.877,12.283,-0.038,-0.738,3.102,2.181,8.53,2.921,2.385,8.962,Granittic_gneiss,True,5.0
3335,soegne_east,6444.0,6449.0,-0.348,-0.644,238.502,15.444,0.025,2.699,6.076,5.172,18.914,4.349,1.976,6.541,6.078,4.121,171.724,13.104,0.717,0.333,2.987,2.223,8.337,2.887,5.91,81.987,-1.414,0.84,48.954,6.997,-4.038,23.624,-1.182,-0.225,15.25,3.905,-4.889,30.545,1.659,0.28,151.649,12.315,0.629,0.645,3.641,3.01,9.629,3.103,1.69,7.66,Granittic_gneiss,False,5.0
4308,soegne_west,7821.0,7826.0,-3.922,-3.119,367.626,19.174,-0.873,2.853,7.77,6.594,29.617,5.442,1.9,6.705,-3.356,-0.254,630.965,25.119,0.054,-1.266,3.301,2.289,9.705,3.115,2.445,9.242,-4.9,1.023,233.974,15.296,-2.336,4.907,0.073,4.337,96.329,9.815,-2.452,5.04,-2.588,1.63,171.474,13.095,-0.669,-0.317,3.85,1.926,18.931,4.351,1.304,0.614,Granittic_gneiss,False,5.0
3667,soegne_east,8213.0,8219.0,-7.462,-5.806,267.987,16.37,-1.763,6.048,5.139,4.332,13.896,3.728,2.699,14.062,-2.59,-4.95,223.884,14.963,0.945,1.024,2.296,1.612,5.303,2.303,3.825,24.283,3.194,5.688,63.09,7.943,-5.226,34.863,1.796,0.344,29.456,5.427,-1.526,7.489,-7.277,-6.607,190.31,13.795,-0.242,-0.126,4.119,1.568,25.053,5.005,1.628,2.648,Granittic_gneiss,False,6.0
